,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11874,Ray Wylie Hubbard,Count My Blessings,00DKMOFwIHrs2L2kAEpdEP,19,2012,country,0.776,0.418,11,-13.745,0,0.0342,0.337,0.00178,0.157,0.416,94.009,263467,4
11875,Damien Jurado,Maraqopa,5xregeDXZkIe5LQJbjO0Z4,28,2012,country,0.354,0.157,9,-17.029,0,0.0312,0.806,0.0122,0.387,0.269,89.835,222760,4
11876,Blake Shelton,Blue Christmas,6FA2CCCGjQrAVN1dtWsVVX,22,2012,country,0.582,0.657,4,-6.649,1,0.0278,0.367,2.85e-05,0.234,0.566,99.991,126693,4
11877,Ray Wylie Hubbard,Henhouse,0lcSRDwwBxP8BKRMHBsBlN,20,2012,country,0.737,0.702,2,-7.858,1,0.033,0.606,0.0,0.206,0.968,127.446,270160,4
11878,Martina McBride,How Far,45wdPEiLuyv4oSwWQOX93R,19,2012,country,0.473,0.59,6,-5.373,1,0.0298,0.359,0.0,0.101,0.334,140.191,235307,4
11879,Barrett Baber,Regulators,2s4iEuHQs4QcTiEHeQivHv,20,2012,country,0.65,0.562,4,-8.007,0,0.127,0.469,0.0,0.1,0.76,81.561,320280,4
11880,Matt Mason,Easy Ain't Easy,5hxP09zoNrKZEWaEsPeZLs,21,2012,country,0.783,0.917,0,-4.669,1,0.0274,0.0697,0.000309,0.191,0.961,120.061,191479,4
11881,Alan Jackson,It's Five O'Clock Somewhere (with Jimmy Buffett),7bLhWmIlbmKxQf4VCIxBFY,21,2012,country,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4
11882,Johnny Cash,One Too Many Mornings,13e1JPvYIeAYOV7P68R64K,19,2012,country,0.553,0.556,0,-5.233,1,0.0289,0.59,0.00125,0.439,0.373,78.403,227053,4
11883,Dustin Lynch,Your Plan,1xK5j1buoJNXhikI4UCnw7,20,2012,country,0.418,0.234,0,-14.104,1,0.0309,0.89,0.000555,0.116,0.188,154.02,209653,4
11884,Alan Jackson,Remember When,60tb2tX49RbtKxvAYLOSgo,21,2012,country,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,271280,4
11885,Alan Jackson,Who's Cheatin' Who,6CCCHUtHVDPawgv2uKvWzr,20,2012,country,0.656,0.816,7,-8.553,1,0.029,0.226,1.02e-05,0.264,0.962,133.237,241440,4
11886,Grateful Dead,"Feel like a Stranger - Live at the Copps Coliseum, Hamilton, Ontario, Canada, March 22, 1990",11MDcUsIIoK40TzIS1t3NV,21,2012,country,0.551,0.739,9,-10.753,1,0.0454,0.12,0.00502,0.851,0.63,106.812,452400,4
11887,Dierks Bentley,When You Gonna Come Around,4WtMYBGYFX8izo8hp1tvz2,20,2012,country,0.637,0.568,6,-7.19,1,0.04,0.458,0.0,0.158,0.333,139.897,206333,4
11888,John Hiatt,We're Alright Now,7yFp5M76SQHR3F7wUnaKTa,26,2012,country,0.494,0.728,7,-8.774,1,0.0379,0.0115,0.0232,0.111,0.798,169.914,262493,4
11889,Martina McBride,This One's for the Girls,16Clepl6oL43D2a5Y1BbD5,19,2012,country,0.611,0.779,8,-4.961,1,0.0347,0.0666,2.78e-06,0.129,0.599,126.992,243160,4
11890,Brooks & Dunn,The Long Goodbye,5RJadombAbKFFO7X8J4EHj,19,2012,country,0.5,0.619,8,-5.939,1,0.0297,0.263,1.42e-05,0.107,0.569,145.367,229987,4
11891,George Beverly Shea,Amazing Grace,6iOPzC0oVzdzqik6bNAQ56,24,2012,country,0.375,0.318,2,-10.432,1,0.0446,0.905,0.0,0.146,0.279,119.592,205960,4
11892,American Aquarium,Lonely Ain't Easy,3jDXTX8veP4ki43gDtXeXF,22,2012,country,0.528,0.406,7,-7.744,1,0.0313,0.142,0.0,0.159,0.186,127.081,287747,3
11893,Cassadee Pope,Behind These Hazel Eyes - The Voice Performance,2SkX95KU7O3H0xmMtrZQdf,26,2012,country,0.446,0.892,6,-4.131,0,0.0486,0.00174,0.0,0.183,0.597,180.085,199800,4
11894,Paul Thorn,What The Hell Is Goin' On?,2ln6rxrRxMXEFznxHsmCQ9,19,2012,country,0.603,0.527,0,-7.596,1,0.0271,0.155,0.0775,0.0936,0.795,95.005,241440,4
11895,Krizz Kaliko,Get Throw’d (feat. 816 Boyz),11IFLkktZnWnZHf5dXF1AV,21,2012,country,0.94,0.722,2,-6.876,1,0.254,0.0669,0.0,0.0644,0.864,131.996,277178,4
11896,Nitty Gritty Dirt Band,Colorado Christmas,4iqM87yjFoCUcbsgnRzuN3,20,2012,country,0.589,0.516,0,-11.578,1,0.0268,0.084,0.0,0.104,0.754,76.566,218627,4
11897,Jason Isbell and the 400 Unit,Tour of Duty - Live,7BDlkFUZNto9DCqOCGeDbY,22,2012,country,0.434,0.686,7,-9.287,1,0.0382,0.0374,0.00725,0.971,0.547,112.585,216533,4
11898,Wade Bowen,Patch Of Bad Weather,01xVIxahT2Z5YQTojiUPf8,19,2012,country,0.601,0.824,0,-5.817,1,0.028,0.000541,7.26e-06,0.238,0.735,118.004,219027,4
11899,Gord Bamford,Is It Friday Yet,2KPLoDPYt1srUNrmtzXHYJ,18,2012,country,0.662,0.879,1,-5.9,1,0.0317,0.0977,0.0,0.123,0.835,95.986,180613,4
11900,Chris Knight,Missing You,2fw5jvfgbHOLMcvSnnZvng,21,2012,country,0.342,0.893,1,-3.559,1,0.0436,0.205,1.99e-05,0.0645,0.517,163.254,238933,4
11901,Donovan,Season of the Witch,3WoVsPBuqPvmPebUJWahS0,25,2012,country,0.494,0.485,2,-11.095,1,0.0272,0.308,0.00331,0.0464,0.697,99.555,296707,4
11902,Cassadee Pope,I'm With You - The Voice Performance,5dWpRjCvE2TxroMnignOke,26,2012,country,0.493,0.649,9,-4.345,1,0.0283,0.0287,0.0,0.165,0.251,152.098,219960,3
11903,Kathleen Edwards,House Full Of Empty Rooms,3S7f7XIcZwoLkA1K2EHTlI,24,2012,country,0.539,0.133,11,-13.49,1,0.0331,0.918,0.00289,0.0718,0.236,129.682,181267,4
11904,"Hank Williams, Jr.",A Country Boy Can Survive,48snhrbGCG7zP740zDQ7qv,18,2012,country,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,255000,4
11905,Justin Townes Earle,Down On The Lower East Side,1wv5dgpjn3ZIN16JzAhhhu,22,2012,country,0.621,0.292,4,-9.553,0,0.0357,0.657,2.71e-05,0.132,0.194,91.909,186160,4
11906,Brooks & Dunn,We'll Burn That Bridge,3Ho6LHtVMXS6Ip2uamSqMm,19,2012,country,0.641,0.929,9,-4.841,1,0.0498,0.297,2.35e-05,0.149,0.842,166.507,176693,4
11907,Brooks & Dunn,Little Miss Honky Tonk,0FXRnIVW2aMp0MemTTcy1n,23,2012,country,0.55,0.968,3,-3.95,1,0.0479,0.12,0.0,0.107,0.74,150.839,177227,4
11908,Matt Mason,We Come Alive,5EYqeQGKlZiVq8wT8yhQxT,20,2012,country,0.654,0.93,5,-4.836,1,0.0649,0.00654,0.0,0.172,0.616,128.001,210287,4
11909,Chase Rice,Happy Hour (Worktape),1Nxw6IAWPqSYOvJUbcqXRq,18,2012,country,0.45,0.546,5,-5.992,1,0.254,0.512,0.0,0.326,0.262,147.93,463293,4
11910,Alan Jackson,I'd Love You All Over Again,6PAXsElTBjeV9chnCd6sBp,22,2012,country,0.589,0.343,9,-8.231,1,0.0235,0.0918,2.61e-05,0.172,0.344,85.557,190347,3
11911,Rascal Flatts,Hurry Baby,3kAzMKEu8R97Q1oEbt4hWC,19,2012,country,0.485,0.561,2,-6.14,1,0.0279,0.0413,0.0,0.117,0.397,144.014,235787,4
11912,Dierks Bentley,Grab A Beer,0EkTMiriLzXObudd9rqO6D,20,2012,country,0.724,0.96,10,-5.473,0,0.106,0.471,0.0,0.296,0.75,99.981,201827,4
11913,Jason Isbell and the 400 Unit,In a Razor Town - Live,14YciJfXopRaAd9T9A6YtV,22,2012,country,0.398,0.165,4,-11.121,1,0.0323,0.898,0.00125,0.119,0.229,100.832,218147,4
11914,Grateful Dead,"Loser - Live at the Knickerbocker Arena, Albany, NY, March 24, 1990",5b0FLs7QZgaKhJVLUfX9Z3,21,2012,country,0.471,0.555,7,-11.048,1,0.0413,0.118,0.00077,0.781,0.474,117.388,451213,4
11915,"Hank Williams, Jr.",All My Rowdy Friends (Have Settled Down),2up4I8FsNZprIWmML7LKZo,18,2012,country,0.711,0.542,0,-10.319,1,0.0287,0.23,5.2e-06,0.28,0.813,127.002,240373,4
11916,Willie Nelson,The Sound Of Your Memory,666gackYUvctVoOi1UON1w,20,2012,country,0.499,0.398,0,-9.224,1,0.0285,0.0376,0.000237,0.111,0.162,125.06,370320,3
11917,Glenn Frey,The Shadow Of Your Smile,5X9DwNukhLT2Rck154OGTo,30,2012,country,0.334,0.186,4,-15.534,0,0.0322,0.785,0.000747,0.101,0.177,116.047,268667,4
11918,Doc Watson,Whitehouse Blues,5JxJ1qkfZxbivjdusciKas,22,2012,country,0.487,0.672,7,-10.954,1,0.0299,0.707,0.513,0.742,0.966,130.82,99027,4
11919,Lucero,Women & Work,6Xpr23qH4cV6DKJ5KbBocL,20,2012,country,0.461,0.916,9,-3.735,1,0.054,0.0495,0.313,0.195,0.618,164.014,186653,4
11920,Johnny Cash,This Train Is Bound for Glory (with The Carter Family),2EXScPgWocjS7k9BIW8mkq,22,2012,country,0.519,0.485,1,-13.12,1,0.178,0.545,0.0,0.099,0.772,93.64,208707,4
11921,Scotty McCreery,Mary Did You Know?,5ILYuc7QdgUtfoJq0McSwD,19,2012,country,0.619,0.657,11,-4.886,0,0.0242,0.416,0.00432,0.363,0.39,103.03,202613,4
11922,Alan Jackson,Her Life's A Song,53z7h4fnCSb1kRADXtvj3V,23,2012,country,0.64,0.702,2,-7.801,1,0.0289,0.104,7.03e-06,0.198,0.793,129.48,265640,4
11923,M. Ward,The First Time I Ran Away,0yqTV6nFLsxBgNmyJcumZT,22,2012,country,0.263,0.429,4,-13.942,1,0.0352,0.422,0.282,0.149,0.522,114.235,197947,4
11924,Sarah Darling,Blackbird,2U6B62PZFZ0wf1lLt0oZlk,20,2012,country,0.559,0.448,10,-12.939,1,0.029,0.543,0.0198,0.105,0.148,91.041,159853,4
11925,Thomas Rhett,Front Porch Junkies,1yyy7Kuci8pkuuN2MAbmS6,18,2012,country,0.667,0.914,4,-4.744,1,0.174,0.157,0.0,0.23,0.659,81.033,205333,4
11926,Sugarland,"Tonight I'll Be Staying Here With You - Live From The New York State Fair, Syracuse/2011",66WngVv3wsuvS91H8v8BH4,18,2012,country,0.357,0.932,10,-3.253,1,0.0594,0.339,0.00216,0.975,0.401,91.099,235173,4
11927,Moccasin Creek,Lil' Country Girl (feat. Demun Jones),5Ufkgof1HDHUunxjslHnaB,20,2012,country,0.786,0.902,2,-4.498,1,0.112,0.162,0.0,0.0828,0.53,100.007,199681,4
11928,Alan Jackson,Where Were You (When the World Stopped Turning),1CiWoAJWwNQuznDTy5EAlm,19,2012,country,0.623,0.387,0,-9.537,1,0.0316,0.549,0.0,0.0764,0.189,115.362,305093,4
11929,Dustin Lynch,Unwind It,53h9tAke55jkYsBNqMKj6P,19,2012,country,0.634,0.859,7,-4.09,1,0.0307,0.194,0.0,0.199,0.637,100.011,197733,4
11930,Aaron Watson,Honky Tonk Kid with Willie Nelson,4CJTfGkQieJ9AF0BIS8Dtb,18,2012,country,0.588,0.258,2,-9.96,1,0.0436,0.401,0.0,0.156,0.108,117.98,253867,3
11931,"Hank Williams, Jr.",Outlaw Women,4Ivx2fqfRYBdRpi9jBPBRS,18,2012,country,0.723,0.148,2,-19.922,1,0.0407,0.631,0.00419,0.115,0.204,129.097,182467,4
11932,Clint Black,Still Holding On (with Martina McBride),5c5DMD4FJ6cibHXtx1NSA9,19,2012,country,0.617,0.646,7,-6.167,1,0.0262,0.14,0.0,0.115,0.295,111.914,277680,4
11933,Love and Theft,Girls Love to Shake It,274kmx7Bd7qmEMM958aufk,20,2012,country,0.675,0.821,2,-5.131,1,0.0288,0.144,0.0,0.285,0.874,128.956,200267,4
11934,Marty Raybon,Get Up In Jesus Name,2A6lXmJAWB1FsR8otnBdu9,20,2012,country,0.596,0.81,4,-5.493,0,0.033,0.608,1.27e-05,0.348,0.825,104.871,206040,4
11935,Brooks & Dunn,A Man This Lonely,0FSB3D87n4altsmaNlL6va,19,2012,country,0.559,0.616,4,-4.218,1,0.0258,0.23,8.81e-06,0.074,0.288,92.377,213067,4
11936,Ray Wylie Hubbard,Lazarus,5cEUL0DYFpgBncxJ0xGEPW,19,2012,country,0.859,0.516,11,-7.705,0,0.039,0.54,0.0,0.107,0.767,100.034,192067,4
11937,Jamey Johnson,You Wouldn't Know Love,7pZJGHvU9sVAsnDrZcCjem,19,2012,country,0.587,0.315,4,-11.715,1,0.0303,0.646,0.00572,0.118,0.466,77.927,162373,3
11938,Colt Ford,Back,33gBFDR6mJs9JxoU47uY4W,18,2012,country,0.543,0.744,7,-5.907,1,0.0306,0.166,0.0,0.146,0.595,136.894,242666,4
11939,Colt Ford,50/50,0ryqiaeuc1dt0rQvfKaSwq,18,2012,country,0.643,0.802,0,-6.004,1,0.0454,0.00436,0.000118,0.0507,0.808,121.977,170876,4
11940,Zach Dylan,Lost Lovers Town,2IKgRGnznbylfJsAcrHUSn,19,2012,country,0.734,0.408,8,-7.514,1,0.0342,0.768,0.0,0.0928,0.586,131.96,204253,4
11941,Chase Rice,Every Song I Sing,1zvh21WdPLlYArxtQ2icSz,19,2012,country,0.533,0.421,2,-6.727,1,0.0539,0.817,0.0,0.0951,0.389,74.507,182240,4
11942,Josh Abbott Band,Victory Bells,7Douu0YWebbhJU7qWWUY1O,17,2012,country,0.525,0.528,4,-5.58,1,0.032,0.0332,0.0,0.751,0.394,139.937,199907,4
11943,Chris Knight,Hard Edges,3KPi1nUUOpn9bjugc4aHbU,20,2012,country,0.641,0.526,7,-6.571,1,0.0294,0.292,0.0013,0.109,0.613,128.881,291053,4
11944,Kenny Rogers,Don't Fall In Love With a Dreamer (feat. Kim Carnes) [Re-record],265TzG3IckhOmlBc3xeayR,28,2012,country,0.44,0.495,9,-5.606,1,0.0294,0.506,0.0,0.323,0.255,75.059,240373,4
11945,M. Ward,There's a Key,65os0uzLfBKk9FwKpV0rwq,23,2012,country,0.502,0.33,0,-15.201,1,0.0282,0.865,0.0247,0.122,0.394,100.912,172493,4
11946,Krizz Kaliko,Dixie Cup,0wcDsIMXeUGdAtdrwyQkxN,20,2012,country,0.582,0.688,1,-3.93,1,0.12,0.00258,0.0,0.753,0.367,152.035,252920,4
11947,Krizz Kaliko,Wannabe,63mpUO0eXHubH3x1ZBlmsT,20,2012,country,0.609,0.851,6,-5.365,1,0.444,0.417,0.0,0.452,0.663,143.977,349987,4
11948,Alan Jackson,Everything But The Wings,2fyx5tHDqCPF1RngjWVQXg,21,2012,country,0.486,0.256,0,-11.584,1,0.027,0.403,0.00367,0.0992,0.274,143.372,284253,4
11949,Toby Keith,Haven't Had a Drink All Day,5AqSQ1QcoGnEjG2Iw0Ipo8,21,2012,country,0.454,0.955,4,-4.142,1,0.0691,0.00227,1.29e-05,0.311,0.738,157.92,153240,4
11950,Billy Joe Shaver,That's What She Said Last Night,324QR30pIcd73FqWWiBVvB,20,2012,country,0.628,0.648,4,-8.386,1,0.0793,0.26,6.03e-06,0.939,0.831,137.486,215947,4
11951,Rascal Flatts,"Next To You, Next To Me",57BZA6hQuROQwavyBSUOsj,18,2012,country,0.544,0.783,9,-6.795,1,0.0466,0.148,0.0,0.358,0.706,173.898,248347,4
11952,Lindi Ortega,Murder Of Crows,1AfhiSdKuw4GKsMkUQ8Cnv,24,2012,country,0.448,0.731,1,-6.141,1,0.0383,0.221,4.72e-05,0.181,0.735,126.0,279373,4
11953,Alejandro Escovedo,Bottom Of The World,0OWdPch0FiCzO2jc68WDPB,20,2012,country,0.655,0.687,2,-9.366,1,0.0271,0.0767,0.0,0.0809,0.803,126.397,184693,4
11954,Johnny Cash,I Walk the Line,13574ea3zFpAX0LZoskTnc,20,2012,country,0.867,0.582,10,-8.235,1,0.0443,0.808,0.00047,0.0968,0.808,105.734,163062,4
11955,Derek Ryan,Life Is A River,2Hcet4kbF4YbnkI9iOmyQJ,33,2012,country,0.35,0.359,8,-9.299,1,0.0266,0.628,1.8e-05,0.106,0.22,82.406,268987,3
11956,"Hank Williams, Jr.",Family Tradition,45fNeJGpZW449z5Fp6JtOz,18,2012,country,0.66,0.523,4,-12.068,1,0.0608,0.0238,0.0,0.142,0.794,126.342,242960,4
11957,Josh Abbott Band,I Guess It's Time (Acoustic),41UpRjtTrG4KXVKTdjJU7Y,17,2012,country,0.726,0.288,7,-7.084,1,0.0307,0.504,0.0,0.337,0.227,111.135,216520,4
11971,Matt Mason,America's Favorite Pastime,70BSRcXsvUq3yxha2NeHrw,20,2012,country,0.504,0.9,1,-3.587,1,0.0385,0.00107,2.24e-05,0.129,0.774,160.0,209033,4
11972,LOCASH,C.O.U.N.T.R.Y.,7hJK4piuggZEeRnOocYuAS,20,2012,country,0.357,0.868,2,-5.611,1,0.0382,0.0171,0.000231,0.192,0.792,101.947,235573,4
11973,Aaron Watson,Deer Blind with Kevin Fowler & John Anderson,68omXMaJrx3eOSZFELIwU2,18,2012,country,0.626,0.657,5,-6.716,1,0.0431,0.0916,0.0,0.343,0.824,143.796,161507,4
11974,Jamey Johnson,Don't You Ever Get Tired Of Hurting Me,55XRzhTDZcKQbEwzNDAA5V,18,2012,country,0.594,0.337,0,-11.548,1,0.026,0.819,0.0496,0.187,0.357,134.952,307867,4
11975,Johnny Cash,"Oh Come, Angel Band",4EwX2gOpdWkukIb8h0Emjh,20,2012,country,0.475,0.201,4,-11.865,1,0.0444,0.865,0.0,0.227,0.57,129.503,163453,3
11976,Toby Keith,Whiskey Girl - Live,3eV5JB75Wu3sC7bHWyzMmL,20,2012,country,0.492,0.957,11,-4.927,1,0.0608,0.0121,0.0,0.978,0.515,127.881,257107,4
11977,Corb Lund,Mein Deutsches Motorrad,5IcQbEkEHNAChEeiiPMjbR,21,2012,country,0.649,0.977,5,-4.931,1,0.0404,0.0523,0.0365,0.0926,0.967,97.809,152333,4
11978,Buddy Brown,Rowdy Side,6ETPb3zWCttw9lu0GguU6j,18,2012,country,0.551,0.936,0,-3.506,1,0.0661,0.122,0.0,0.316,0.678,134.966,188773,4
11979,American Aquarium,Cape Fear River,1ImDhpznDu9UMcItvGWHNv,21,2012,country,0.617,0.651,6,-6.227,0,0.0244,0.109,1.05e-06,0.323,0.513,89.005,206133,4
11980,Dallas Smith,Somebody Somewhere,5QkmqIZP57kG6itwhNQk0e,31,2012,country,0.557,0.913,11,-2.784,1,0.0487,0.00291,0.0,0.146,0.505,117.983,210960,4
11981,Pat Green,Austin,0l5RUOPpxL5D1MFA9M5AAB,18,2012,country,0.546,0.935,9,-3.255,1,0.0709,0.0406,0.0,0.0917,0.744,138.041,223280,4
11982,Pat Green,If I Had A Boat,5LtkFgaGo1lpDgXjsQZp68,18,2012,country,0.352,0.627,4,-5.583,1,0.0335,0.766,0.000252,0.137,0.396,93.381,189693,4
11983,Blake Shelton,There's a New Kid in Town (feat. Kelly Clarkson),4ZYItJlVfDM6QIFDV2xbXg,20,2012,country,0.197,0.29,4,-8.474,1,0.0307,0.819,4.6e-06,0.118,0.13,67.557,269520,4
11984,Sonny Bama,Looking For Change (feat. Yelawolf & Alexander King),6RGclHBLEnOvdc1IaBwizR,20,2012,country,0.729,0.792,8,-5.904,1,0.0547,0.0465,5.47e-06,0.149,0.629,147.943,278654,4
11985,Bob Dylan,Duquesne Whistle,5kKW4bszhKSCYVPDO0sMbX,29,2012,country,0.6,0.596,8,-11.501,1,0.0784,0.89,0.000273,0.268,0.52,96.565,343680,4
11986,Rascal Flatts,She's Leaving,3gQ963XqGoPvU2NLHSH5XO,18,2012,country,0.577,0.859,7,-6.018,1,0.0401,0.045,0.0,0.202,0.689,90.031,196587,4
11987,Cassadee Pope,Stand - The Voice Performance,3v9DLDmgppmyn7jvehwbl3,21,2012,country,0.562,0.844,0,-2.978,0,0.033,0.0234,0.0,0.104,0.57,97.07,205827,4
11988,Matt Stillwell,Cold Beer (Remix) [feat. the Lacs],6wtDw2N04DJMBHG3NOmCYd,18,2012,country,0.678,0.712,5,-5.209,1,0.0368,0.0163,0.0,0.136,0.766,80.978,172691,4
11989,The Flatlanders,Number Sixteen,0Tmx8tcGEIHGEOWiPlCr2u,19,2012,country,0.522,0.359,2,-8.462,1,0.028,0.252,0.0,0.101,0.438,128.241,160427,4
11990,Tracy Lawrence,Footprints on the Moon,6irEnUuwAZYzno9Brlyw06,17,2012,country,0.637,0.826,11,-6.115,1,0.0326,0.306,1.19e-06,0.0717,0.418,115.014,278013,4
11991,Paul Thorn,Snake Farm,22SbLS4Atq2XG1267n3W7d,17,2012,country,0.604,0.644,0,-9.622,1,0.0279,0.578,0.000248,0.205,0.587,80.038,297773,4
11992,Grateful Dead,"It's All over Now - Live at the Civic Center, Hartford, CT, March 19, 1990",7vtyJmtdgrpNKO10bZZgrs,19,2012,country,0.4,0.847,0,-10.326,1,0.0587,0.303,0.0852,0.791,0.654,198.916,450093,4
11993,George Beverly Shea,People Need The Lord,4b7DNfPVDTLZ7sJFkKDRdI,21,2012,country,0.241,0.368,8,-11.096,1,0.033,0.854,0.00157,0.153,0.32,90.473,246053,4
11994,Calexico,Green Grows The Holly,5P0cZ3i8YB7DFbVLXuuPeL,19,2012,country,0.404,0.3,0,-10.866,1,0.0296,0.893,0.000174,0.106,0.185,115.74,239040,4
11995,Jerry Jeff Walker,Rodeo Cowboy,4Yq2hUmhASFPQ55PTht40h,20,2012,country,0.467,0.534,7,-16.109,1,0.0623,0.32,0.0,0.386,0.787,171.437,222013,4
11996,Scotty McCreery,First Noel,06gQ08GbQUvSlcSjl9BwYx,19,2012,country,0.346,0.351,8,-9.199,1,0.0282,0.873,1.22e-06,0.104,0.269,169.923,218227,3
11997,Mary Chapin Carpenter,New Years Day,4jSL7ASzdtrjATfYYRBgAi,21,2012,country,0.553,0.365,5,-13.794,1,0.0292,0.698,5.22e-05,0.231,0.498,151.887,295333,4
11998,Josh Ward,Lights of Town,1aN1VxNctQxV9ykkIvTXYk,19,2012,country,0.478,0.744,7,-4.852,1,0.0282,0.00456,5.15e-05,0.244,0.385,147.003,273560,4
11999,David Nail,The Sound Of A Million Dreams - Piano Vocal,0ae1LWArDs6WnSnbtuSo20,18,2012,country,0.687,0.333,4,-5.734,1,0.0294,0.884,0.0,0.142,0.315,116.994,236733,4
12000,Martina McBride,Wrong Baby Wrong Baby Wrong,70oBJFMGCRTayEeatqXwNf,17,2012,country,0.564,0.717,6,-5.879,1,0.0409,0.0255,0.0,0.222,0.609,106.026,221307,4
12001,Phil Hamilton,Bad,0UUxcS3Bdk8cvSfymmb6XG,18,2012,country,0.685,0.34,9,-13.491,1,0.0408,0.0537,0.000229,0.11,0.434,135.035,291787,4
12002,Scotty McCreery,Let It Snow,2ClMqcAoWkDMtrQMBggQXw,18,2012,country,0.689,0.728,1,-4.411,1,0.0399,0.238,0.000544,0.12,0.881,136.059,122960,4
12003,Aaron Watson,Turn Around,6pHyRDROqH3vIiGeGj1SMR,17,2012,country,0.649,0.813,7,-4.058,1,0.029,0.0431,0.0,0.356,0.728,118.065,215280,4
12004,The Be Good Tanyas,Oh Susanna,4hEfnixtQVh32dmCvGihTJ,25,2012,country,0.501,0.331,0,-11.781,1,0.0307,0.208,0.0325,0.104,0.34,110.767,260347,4
12005,Fred Eaglesmith,Stars,4H9O765HWoP872d8zKVE4h,20,2012,country,0.7,0.271,5,-12.096,1,0.0757,0.888,0.00613,0.127,0.716,140.477,196413,4
12006,Bucky Covington,I Wanna Be That Feeling,6TYoxm44PaB5OVL8sL2DhB,18,2012,country,0.566,0.826,1,-3.914,1,0.0275,0.249,0.0,0.132,0.36,103.002,183987,4
12007,The Be Good Tanyas,Only In The Past,7cN7hQID8Ppe5hEGFoV72C,25,2012,country,0.551,0.406,9,-10.277,0,0.0556,0.682,0.00113,0.106,0.398,88.431,298067,4
12008,Jason Isbell and the 400 Unit,Heart on a String - Live,5Y64dlOpIVtwtXY250EwhF,20,2012,country,0.489,0.703,4,-8.24,1,0.0382,0.0661,1.42e-06,0.647,0.665,89.724,263200,4
12009,Califone,Dime Fangs,5UQ9NzPO91O10NS0bBzS5T,22,2012,country,0.473,0.265,2,-10.865,1,0.026,0.843,0.257,0.15,0.159,92.149,173383,4
12010,Rascal Flatts,A Little Home,5WwGDXZn45YxD9xy2jZBOu,18,2012,country,0.551,0.497,11,-7.454,1,0.0255,0.481,0.0,0.214,0.259,133.858,241680,4
12011,Cassadee Pope,Cry - The Voice Performance,4sBm1Ek1ieohxc8qmkBzjH,21,2012,country,0.532,0.695,9,-3.839,1,0.0287,0.0136,0.0,0.136,0.33,113.049,208320,3
12012,RaeLynn,Free Fallin’ - The Voice Performance,5k2KeTSZrecpzXh1enDlIe,18,2012,country,0.492,0.524,4,-6.854,1,0.034,0.392,0.0,0.35,0.566,156.021,219853,4
12013,"Hank Williams, Jr.",Whiskey Bent And Hell Bound,5ZRNy3Me4MGPNPHlByQXVs,17,2012,country,0.726,0.711,7,-7.728,1,0.0414,0.213,1.41e-06,0.326,0.708,105.034,188387,4
12014,Jamey Johnson,Would These Arms Be In Your Way,4xGvq8FN1rmkubzDwijY5O,17,2012,country,0.464,0.141,0,-12.242,1,0.0302,0.901,0.00313,0.111,0.249,75.783,217293,4
12015,Alan Jackson,She's Got the Rhythm (And I Got the Blues),67w6F85d2RREWOa3LfdWF4,19,2012,country,0.708,0.714,9,-5.271,1,0.0312,0.221,3.15e-06,0.159,0.745,137.731,144093,3
12016,The Bellamy Brothers,Pray for Me,79O9xJdWVSM0MlfKZajqTm,30,2012,country,0.756,0.726,9,-6.837,1,0.029,0.512,0.0125,0.0884,0.703,120.033,228200,4
12017,Josh Abbott Band,Miss You Again,6SlK4uQopPVwlWsohmhKAX,17,2012,country,0.63,0.549,2,-6.178,1,0.028,0.0355,4.87e-06,0.118,0.597,122.994,308760,4
12018,Josh Abbott Band,Small Town Family Dream,58KXpkZmn0kcq79or1Ch0q,17,2012,country,0.522,0.691,4,-5.56,1,0.027,0.0209,0.0,0.282,0.322,143.976,269120,4
12019,Colt Ford,Room At the Bar (feat. Corey Smith),6S9VO30FTHcDAXMhpGSN3U,17,2012,country,0.642,0.728,9,-8.014,1,0.234,0.153,0.0,0.902,0.716,171.981,199552,4
12020,Aaron Watson,Leather And Lace with Elizabeth Cook,0JkF1XDLDTF7QBrllbQXTU,17,2012,country,0.548,0.488,2,-6.23,1,0.0237,0.296,8.37e-06,0.102,0.229,78.988,234413,4
12021,Buck Owens,Tequila Sunrise,3fpnuVDAL69rtSQu4UY6OV,21,2012,country,0.615,0.465,7,-11.689,1,0.0258,0.757,0.000192,0.115,0.61,108.688,169280,4
12022,Sam Riggs,Your Troubadour,0Hvyt7316WCZJm16BuXqlS,17,2012,country,0.416,0.419,4,-9.713,0,0.0281,0.0687,0.000145,0.101,0.191,78.982,294920,4
12023,JB and The Moonshine Band,More Beer For Breakfast,12Ehr2534VDgEd8jnCnZB4,18,2012,country,0.579,0.834,0,-5.185,1,0.0283,0.0355,0.0,0.091,0.94,86.441,180573,4
12024,Jason Isbell and the 400 Unit,Like a Hurricane - Live,68e67Lj1AjUxGWaFOLFg6o,21,2012,country,0.304,0.731,9,-8.111,0,0.0432,0.000993,0.00198,0.815,0.454,120.608,433213,4
